codigo_tpca,nombre,categoria_id,categoria_nombre,energia_kcal,energia_kj,agua_g,proteinas_g,grasas_totales_g,carbohidratos_totales_g,carbohidratos_disponibles_g,fibra_dietaria_g,cenizas_g,calcio_mg,fosforo_mg,zinc_mg,hierro_mg,sodio_mg,potasio_mg,vitamina_c_mg,tiamina_mg,riboflavina_mg,niacina_mg,acido_folico_ug,indice_glucemico,nivel_recomendacion,es_apto_diabeticos
F 95,"Res, lengua cocida**",6,Carnes y derivados,269.0,1125.0,54.9,16.6,18.2,9.5,,,0.8,18.0,144.0,,2.4,,,0.0,0.02,0.29,1.23,,0.0,RECOMENDADO,True
F 97,"Res, pata de, con piel y grasa, cruda",6,Carnes y derivados,141.0,591.0,69.9,24.9,3.9,0.1,,,1.3,508.0,110.0,0.68,2.64,158.0,30.0,0.0,0.0,0.0,0.15,,0.0,RECOMENDADO,True
F 98,"Res, sangre cocida**",6,Carnes y derivados,137.0,573.0,73.5,19.5,6.6,0.0,,,0.4,20.0,37.0,,61.4,,,0.0,0.0,0.07,0.75,,0.0,RECOMENDADO,True
F 99,"Res, sangre cruda**",6,Carnes y derivados,135.0,565.0,73.6,19.8,6.2,0.0,,,0.6,22.0,40.0,,64.4,,,5.0,0.01,0.05,1.2,,0.0,RECOMENDADO,True
F 100,"Sajino, carne pulpa de",6,Carnes y derivados,106.0,444.0,75.0,21.4,1.1,1.3,,,1.3,64.0,2.0,,,,,,,,,,,RECOMENDADO,True
F 101,"Venado, carne pulpa de",6,Carnes y derivados,110.0,462.0,73.9,22.9,0.8,1.4,,,1.0,65.0,2.0,,,,,,,,,,,RECOMENDADO,True
F 102,"Venado, carne seca de",6,Carnes y derivados,160.0,632.0,57.1,32.4,1.4,2.4,,,6.7,60.0,298.0,,1.9,,,,0.09,0.34,10.0,,,RECOMENDADO,True
F 103,Ziqui - zapa (hormiga),6,Carnes y derivados,487.0,2033.0,8.0,36.3,28.9,18.4,,,8.4,89.0,309.0,,12.7,,,0.0,0.44,1.0,,,,MODERADO,True
F 104,"Cabanossi, embutido cocido y ahumado",6,Carnes y derivados,345.0,1443.0,40.6,28.9,24.2,2.8,,,3.5,21.0,200.0,4.62,12.77,937.0,503.0,3.38,0.28,0.2,9.16,,,RECOMENDADO,True
F 105,"Carnero, pulpa de, sin piel, sancochada sin sal",6,Carnes y derivados,229.0,957.0,57.0,31.6,10.3,0.1,,,0.9,11.0,180.0,6.21,3.94,35.0,199.0,,0.1,0.29,9.93,,,RECOMENDADO,True
F 106,Cecina,6,Carnes y derivados,171.0,717.0,60.9,30.1,4.8,0.0,,,4.3,10.0,295.0,2.32,1.02,575.0,585.0,,0.81,0.28,5.94,,,RECOMENDADO,True
F 107,"Cerdo, chuleta de, con piel, frita en aceite vegetal, sin sal",6,Carnes y derivados,299.0,1250.0,51.8,26.6,20.5,0.1,,,1.1,20.0,165.0,1.68,0.71,50.0,295.0,,0.31,0.0,2.69,,0.0,RECOMENDADO,True
F 109,"Cerdo, sangre de, cocida, envasada",6,Carnes y derivados,115.0,480.0,72.5,25.8,0.5,0.1,,,1.2,20.0,125.0,0.56,64.73,220.0,170.0,,0.03,0.0,0.24,,0.0,RECOMENDADO,True
F 111,"Cuy, pecho de, pulpa con piel, cruda",6,Carnes y derivados,269.0,1126.0,56.6,16.0,18.7,8.1,,,0.7,21.0,105.0,1.08,1.03,51.0,175.0,,0.03,0.0,2.7,,0.0,RECOMENDADO,True
F 112,"Cuy, pierna de, pulpa con piel, cruda",6,Carnes y derivados,219.0,916.0,65.8,16.6,16.0,0.8,,,0.7,16.0,125.0,1.15,1.57,55.0,199.0,,0.07,0.0,4.43,,0.0,RECOMENDADO,True
F 113,"Gallina, pierna y encuentro de, pulpa con piel, sancochada sin sal",6,Carnes y derivados,209.0,874.0,61.2,27.3,10.2,0.1,,,1.3,20.0,155.0,2.57,1.62,50.0,180.0,,0.12,0.0,1.94,,,RECOMENDADO,True
F 115,Jamonada especial,6,Carnes y derivados,155.0,649.0,70.8,12.1,9.3,4.9,,,2.9,65.0,220.0,1.44,1.31,1109.0,363.0,,0.14,0.08,1.18,,,RECOMENDADO,True
F 117,"Paté de hígado de pollo, pavo y carne de cerdo",6,Carnes y derivados,195.0,815.0,68.0,13.5,15.3,0.8,,,2.5,9.0,170.0,1.97,10.35,738.0,247.0,,0.16,0.54,18.95,,0.0,RECOMENDADO,True
F 118,"Pavo, pechuga de, con piel",6,Carnes y derivados,94.0,393.0,78.2,17.7,1.3,1.6,,,1.2,21.0,150.0,0.74,0.31,141.0,213.0,,0.06,0.06,5.78,,0.0,RECOMENDADO,True
F 119,"Pavo, pierna de, con piel",6,Carnes y derivados,105.0,438.0,77.2,16.4,2.6,2.8,,,1.1,115.0,150.0,2.39,1.2,132.0,166.0,,0.05,0.14,4.11,,0.0,RECOMENDADO,True
F 121,"Pollo, corazón de, sancochado sin sal",6,Carnes y derivados,154.0,645.0,68.3,25.7,4.9,0.0,,,1.1,17.0,260.0,3.57,4.82,64.0,155.0,,0.13,0.98,4.78,,0.0,RECOMENDADO,True
F 123,"Pollo, encuentro de, con piel, sancochado sin sal",6,Carnes y derivados,198.0,829.0,64.8,23.4,10.8,0.1,,,0.9,19.0,155.0,2.84,1.43,72.0,315.0,,0.05,0.15,3.19,0.0,0.0,RECOMENDADO,True
F 125,"Pollo, hígado de, sancochado sin sal",6,Carnes y derivados,157.0,659.0,66.8,23.9,4.9,2.9,,,1.5,13.0,345.0,3.5,13.86,72.0,212.0,,0.33,1.65,16.86,0.0,0.0,RECOMENDADO,True
F 127,"Pollo, pecho y ala de, con piel a la brasa",6,Carnes y derivados,170.0,712.0,63.7,25.8,6.4,2.3,,,1.8,20.0,180.0,0.87,0.35,299.0,313.0,,0.11,0.11,8.02,,0.0,RECOMENDADO,True
F 129,"Res, bofe de, con verduras, cocido, envasado",6,Carnes y derivados,107.0,448.0,76.8,18.8,2.8,0.4,,,1.2,20.0,205.0,1.91,8.34,210.0,170.0,,0.05,0.0,1.44,,0.0,RECOMENDADO,True
F 131,"Res, osobuco de",6,Carnes y derivados,121.0,506.0,73.6,22.5,2.7,0.1,,,1.1,11.0,170.0,5.28,3.63,55.0,266.0,,0.02,0.05,6.66,,0.0,RECOMENDADO,True
F 133,"Salchicha de Huacho, frita en aceite vegetal",6,Carnes y derivados,498.0,2082.0,33.3,15.5,47.5,0.9,,,3.0,55.0,90.0,1.99,1.95,1345.0,317.0,,0.19,0.14,7.41,,,RECOMENDADO,True
F 134,"Tocino, sancochado",6,Carnes y derivados,350.0,1465.0,44.7,25.0,27.0,0.0,,,3.3,21.0,130.0,3.4,1.6,1745.0,208.0,,0.32,0.15,1.87,,,RECOMENDADO,True
G 1,"Crema de leche, espesa",7,Leche y derivados,345.0,1443.0,57.7,2.1,37.0,2.8,2.8,0.0,0.5,65.0,62.0,0.23,0.1,,,0.6,0.02,0.11,0.04,,27.0,RECOMENDADO,True
G 2,"Crema de leche, rala",7,Leche y derivados,195.0,816.0,73.8,2.7,19.3,3.7,3.7,0.0,0.6,96.0,80.0,0.27,0.1,,,0.8,0.03,0.15,0.06,,27.0,RECOMENDADO,True
G 3,Leche condensada endulzada,7,Leche y derivados,322.0,1347.0,27.2,7.9,9.2,53.7,53.7,0.0,2.0,276.0,107.0,0.94,0.1,,,0.0,0.01,0.53,0.25,,27.0,RECOMENDADO,True
G 4,Leche en polvo descremada,7,Leche y derivados,362.0,1515.0,3.2,36.2,0.8,52.0,52.0,0.0,7.9,1257.0,968.0,4.08,1.2,,,6.8,0.42,1.55,0.95,,27.0,RECOMENDADO,True
G 5,Leche en polvo entera,7,Leche y derivados,484.0,2025.0,3.9,27.0,26.1,36.1,36.1,0.0,6.9,848.0,888.0,3.34,0.2,,,9.0,0.29,1.02,1.9,,27.0,RECOMENDADO,True
G 6,Leche evaporada descremada,7,Leche y derivados,79.0,331.0,80.0,7.1,0.9,10.5,10.5,0.0,1.5,,,,,,,13.0,,,,,27.0,RECOMENDADO,True
G 7,Leche evaporada entera,7,Leche y derivados,133.0,556.0,73.5,6.3,7.7,10.9,10.9,0.0,1.6,231.0,203.0,0.77,,,,0.0,0.03,0.66,0.31,,27.0,RECOMENDADO,True
G 8,Leche fresca c/menos de 1% grasa,7,Leche y derivados,43.0,180.0,90.1,3.5,1.0,4.7,4.7,0.0,0.7,130.0,96.0,0.39,0.05,,,5.2,0.04,0.17,0.09,,27.0,RECOMENDADO,True
G 9,Leche fresca entera (Plusa),7,Leche y derivados,64.0,268.0,87.8,3.2,3.2,5.1,5.1,0.0,0.7,106.0,103.0,0.38,0.3,,,0.5,0.05,0.2,0.12,,27.0,RECOMENDADO,True
G 10,Leche fresca de cabra,7,Leche y derivados,66.0,276.0,87.3,3.2,3.8,5.0,5.0,0.0,0.7,171.0,125.0,0.3,,,,0.0,0.2,0.06,0.09,,27.0,RECOMENDADO,True
G 11,Leche fresca de vaca,7,Leche y derivados,63.0,264.0,87.8,3.1,3.5,4.9,4.9,0.0,0.7,106.0,94.0,0.4,1.3,,,0.5,0.05,0.2,0.12,,27.0,RECOMENDADO,True
G 12,Leche materna,7,Leche y derivados,70.0,293.0,87.5,1.0,4.4,6.9,6.9,0.0,0.2,32.0,14.0,0.17,0.0,,,5.0,0.01,0.04,0.18,,27.0,RECOMENDADO,True
G 13,Queso fresco de cabra,7,Leche y derivados,173.0,724.0,65.1,16.3,10.3,3.4,3.4,0.0,4.9,310.0,146.0,0.92,0.8,,,0.0,0.01,0.63,0.24,,0.0,RECOMENDADO,True
G 14,Queso fresco de vaca,7,Leche y derivados,265.0,1109.0,55.9,17.2,20.2,3.6,3.6,0.0,3.2,1105.0,270.0,2.34,0.14,573.0,122.0,0.64,0.03,0.23,0.0,0.0,0.0,RECOMENDADO,True
G 15,Queso mantecoso,7,Leche y derivados,322.0,1347.0,49.5,19.5,26.5,1.5,,,3.0,266.0,180.0,1.94,0.39,952.0,18.0,0.64,0.03,0.39,1.17,,0.0,RECOMENDADO,True
G 16,Queso parmesano duro,7,Leche y derivados,440.0,1841.0,22.2,39.1,30.3,1.8,1.8,0.0,6.6,1260.0,393.0,2.75,0.6,,,0.0,0.01,0.38,0.23,,0.0,RECOMENDADO,True
G 17,Yogurt de leche entera,7,Leche y derivados,61.0,255.0,87.9,3.5,3.3,4.7,4.7,0.0,0.7,121.0,95.0,0.59,0.05,,,0.53,0.03,0.14,0.08,,36.0,RECOMENDADO,True
G 19,Yogurt frutado de leche descremada,7,Leche y derivados,95.0,397.0,75.4,4.4,0.2,19.0,19.0,0.0,1.0,152.0,119.0,0.74,0.07,,,0.7,0.04,0.18,0.1,,36.0,RECOMENDADO,True
G 20,Yogurt natural de leche descremada,7,Leche y derivados,56.0,234.0,85.2,5.7,0.2,7.7,7.7,0.0,1.2,199.0,157.0,0.97,0.09,,,0.9,0.05,0.23,0.12,,36.0,RECOMENDADO,True
G 21,"Leche fresca de vaca, descremada***",7,Leche y derivados,30.0,126.0,91.5,2.5,0.0,5.0,5.0,0.0,1.0,,,,,,,,,,,,27.0,RECOMENDADO,True
G 23,Queso andino,7,Leche y derivados,375.0,1567.0,42.0,22.6,31.4,0.6,,,3.5,736.0,,4.43,0.12,608.0,66.0,,,,,,0.0,RECOMENDADO,True
G 24,Queso paria,7,Leche y derivados,298.0,1246.0,48.9,19.2,24.5,0.0,,,7.4,629.0,,3.99,0.08,2254.0,45.0,,,,,,0.0,RECOMENDADO,True
G 25,Yogurt bebible descremado durazno con calcio,7,Leche y derivados,50.0,210.0,86.6,4.1,0.1,8.1,,,1.1,213.0,,2.39,0.02,49.0,201.0,,,,,,36.0,RECOMENDADO,True
G 26,Yogurt bebible de fresa,7,Leche y derivados,78.0,327.0,80.9,2.7,1.2,14.5,,,0.6,127.0,,0.4,0.08,40.0,124.0,,,,,,36.0,RECOMENDADO,True
G 27,"Leche concentrada endulzada, enriquecida con DHA, zinc y vitaminas",7,Leche y derivados,124.0,521.0,74.7,5.5,6.0,12.5,,,1.3,199.0,190.0,1.96,1.06,96.0,284.0,13.47,0.14,0.26,2.06,0.0,27.0,RECOMENDADO,True
G 28,"Leche concentrada, sin lactosa",7,Leche y derivados,89.0,374.0,81.2,7.2,3.7,6.8,,,1.1,216.0,105.0,1.05,1.83,108.0,140.0,13.57,0.04,0.13,0.09,0.0,27.0,RECOMENDADO,True
G 29,Queso cabaña (cottage),7,Leche y derivados,106.0,446.0,78.7,12.5,4.8,2.8,,,1.2,49.0,80.0,0.26,0.07,354.0,39.0,0.64,0.03,0.0,0.93,0.0,0.0,RECOMENDADO,True
G 30,Queso edam,7,Leche y derivados,330.0,1384.0,44.9,24.4,25.3,1.0,,,4.4,935.0,430.0,3.75,0.31,732.0,76.0,0.64,0.03,0.34,8.42,,0.0,RECOMENDADO,True
G 31,"Queso fresco, parcialmente descremado, reducido en grasa",7,Leche y derivados,153.0,641.0,69.2,17.6,7.7,2.6,,,2.9,540.0,345.0,2.44,1.0,391.0,138.0,2.01,0.03,0.22,0.0,,0.0,RECOMENDADO,True
G 32,Queso Mozarella,7,Leche y derivados,301.0,1262.0,48.9,24.2,21.6,2.1,,,3.2,98.0,440.0,3.35,1.63,495.0,39.0,0.0,0.03,0.33,0.87,0.0,0.0,RECOMENDADO,True
G 33,Queso ricotta,7,Leche y derivados,115.0,483.0,74.2,13.5,4.2,5.3,,,2.8,227.0,110.0,0.46,0.33,43.0,121.0,0.64,0.03,0.0,0.29,0.0,0.0,RECOMENDADO,True
G 34,"con stevia, linaza en almibar y frutos",7,Leche y derivados,55.0,231.0,85.4,4.0,0.8,9.2,7.9,1.3,0.6,113.0,90.0,0.41,0.06,41.0,172.0,,0.05,0.19,0.96,,,RECOMENDADO,True
G 35,Yogurt bebible parcialmente descremado con mora,7,Leche y derivados,65.0,271.0,84.5,3.3,1.7,10.0,9.1,0.9,0.5,102.0,80.0,0.3,0.0,57.0,183.0,,0.05,0.17,1.04,,36.0,RECOMENDADO,True
G 37,Yogurt griego descremado con fresas,7,Leche y derivados,74.0,311.0,79.8,4.2,0.3,14.9,14.0,1.0,0.9,151.0,80.0,0.62,0.07,67.0,219.0,0.64,0.02,0.19,0.36,,36.0,RECOMENDADO,True
G 38,Yogurt griego natural sin azúcar,7,Leche y derivados,79.0,331.0,83.3,4.0,3.9,7.9,7.2,0.7,0.9,126.0,70.0,0.46,0.03,62.0,192.0,0.64,0.02,0.18,0.21,,36.0,RECOMENDADO,True
H 1,Cerveza,8,Bebidas (alcohólicas y analcohólicas),36.0,151.0,94.5,0.3,0.0,5.1,5.1,0.0,0.1,0.0,15.0,0.01,0.1,,,0.0,0.01,0.03,0.06,,,RECOMENDADO,True
H 2,Chicha de aguaje,8,Bebidas (alcohólicas y analcohólicas),54.0,226.0,87.2,0.4,0.8,11.2,,,0.4,14.0,4.0,,0.4,,,0.0,0.01,,0.11,,35.0,RECOMENDADO,True
H 3,Chicha de cebada,8,Bebidas (alcohólicas y analcohólicas),24.0,100.0,94.0,0.1,0.2,5.5,,,0.2,10.0,1.0,,1.1,,,0.0,0.01,0.03,0.0,,28.0,RECOMENDADO,True
H 4,Chicha de jora,8,Bebidas (alcohólicas y analcohólicas),28.0,117.0,93.2,0.4,0.3,5.8,,,0.3,22.0,18.0,,1.8,,,2.4,0.02,0.1,0.2,,,RECOMENDADO,True
H 5,Chicha de maíz morado con azúcar,8,Bebidas (alcohólicas y analcohólicas),20.0,84.0,95.0,0.0,0.0,4.9,,,0.1,24.0,4.0,,1.3,,,1.9,0.0,0.1,0.04,,65.0,MODERADO,True
H 6,Chicha de maní,8,Bebidas (alcohólicas y analcohólicas),34.0,142.0,92.1,0.5,0.8,6.3,,,0.3,12.0,6.0,,1.0,,,0.0,0.01,0.02,0.4,,,RECOMENDADO,True
H 7,Chicha de pijuayo,8,Bebidas (alcohólicas y analcohólicas),47.0,197.0,88.3,0.8,0.1,10.6,,,0.2,22.0,10.0,,0.5,,,4.9,0.02,0.06,0.36,,,MODERADO,True
H 8,Chicha de soya,8,Bebidas (alcohólicas y analcohólicas),41.0,172.0,89.9,0.6,0.2,9.1,,,0.2,11.0,13.0,,1.1,,,0.3,0.0,0.03,0.08,,16.0,RECOMENDADO,True
H 9,Chicha de yuca (masato),8,Bebidas (alcohólicas y analcohólicas),37.0,155.0,90.4,0.2,0.1,8.9,,,0.4,11.0,14.0,,0.6,,,4.2,0.03,0.1,0.19,,46.0,RECOMENDADO,True
H 10,Coca Cola,8,Bebidas (alcohólicas y analcohólicas),39.0,163.0,89.5,0.0,0.0,10.5,10.5,0.0,0.0,0.0,0.0,0.01,0.0,,,0.0,0.0,0.0,0.0,,58.0,MODERADO,True
H 11,Inca Kola,8,Bebidas (alcohólicas y analcohólicas),41.0,172.0,89.0,0.0,0.0,11.0,,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,,MODERADO,True
H 12,Bebida de soya,8,Bebidas (alcohólicas y analcohólicas),38.0,159.0,91.4,3.0,1.4,3.8,2.5,1.3,0.4,36.0,30.0,0.44,0.4,,,0.0,0.05,0.04,0.2,,16.0,RECOMENDADO,True
H 13,Té sin azúcar,8,Bebidas (alcohólicas y analcohólicas),1.0,4.0,99.6,0.1,0.0,0.2,0.2,0.0,0.2,3.0,1.0,0.01,0.2,,,0.0,0.0,0.0,0.03,,65.0,MODERADO,True
H 14,Vino blanco (grado alcohólico: 12.0),8,Bebidas (alcohólicas y analcohólicas),81.0,338.0,,,,,,,,,,,0.0,,,,,,,,,POR_EVALUAR,True
H 15,Vino tinto (grado alcohólico: 10.2),8,Bebidas (alcohólicas y analcohólicas),69.0,287.0,,,,,,,,,,,0.0,,,,,,,,,POR_EVALUAR,True
H 16,Café sin azúcar,8,Bebidas (alcohólicas y analcohólicas),2.0,8.0,99.1,0.1,0.0,0.6,0.6,0.0,0.2,4.0,3.0,0.01,0.2,,,0.0,0.0,0.0,0.24,,65.0,MODERADO,True
H 17,"Ajonjolí, bebida de, natural, sin azúcar",8,Bebidas (alcohólicas y analcohólicas),46.0,193.0,90.5,1.6,4.2,3.4,0.3,3.1,0.2,16.0,50.0,0.55,2.47,1.0,47.0,0.0,0.06,0.02,6.54,,65.0,MODERADO,True
H 18,"Almendra, bebida de, natural, sin azúcar",8,Bebidas (alcohólicas y analcohólicas),73.0,303.0,85.5,3.0,6.4,4.7,0.7,4.0,0.4,47.0,50.0,0.56,2.71,2.0,105.0,0.0,0.03,0.06,11.57,,65.0,MODERADO,True
H 19,"Arándano y uva, bebida de, envasada",8,Bebidas (alcohólicas y analcohólicas),17.0,73.0,95.6,0.0,0.0,4.3,,,0.1,6.0,40.0,0.01,0.07,6.0,13.0,1.44,,,,,46.0,RECOMENDADO,True
H 20,"Avellana, bebida de, natural, sin azúcar",8,Bebidas (alcohólicas y analcohólicas),58.0,243.0,89.3,1.4,5.7,3.4,0.3,3.1,0.2,23.0,30.0,0.48,2.54,1.0,76.0,0.0,0.03,0.03,7.11,,65.0,MODERADO,True
H 21,"Carambola, refresco de, con azúcar",8,Bebidas (alcohólicas y analcohólicas),30.0,124.0,92.4,0.0,0.0,7.4,7.3,0.1,0.1,,,,0.22,,,,,,,,65.0,MODERADO,True
H 22,"Cebada, agua de , natural, sin azúcar",8,Bebidas (alcohólicas y analcohólicas),3.0,10.0,99.4,0.1,0.1,0.3,,,0.1,,100.0,0.0,0.02,2.0,36.0,0.57,,,,,28.0,RECOMENDADO,True
H 23,"Cebada, refresco de, con azúcar",8,Bebidas (alcohólicas y analcohólicas),22.0,93.0,94.4,0.1,0.0,5.4,5.4,0.0,0.1,,,,0.08,,,,,,,,28.0,RECOMENDADO,True
H 24,"Emoliente, con azúcar",8,Bebidas (alcohólicas y analcohólicas),15.0,61.0,96.6,0.1,0.3,3.0,3.0,0.0,0.1,,,,0.08,,,,,,,,65.0,MODERADO,True
H 25,"Infusión de hierbas, con azúcar",8,Bebidas (alcohólicas y analcohólicas),28.0,118.0,93.1,0.0,0.2,6.7,6.7,0.0,0.0,,,,0.16,,,,,,,,65.0,MODERADO,True
H 26,"Infusión de hierba luisa, con azúcar",8,Bebidas (alcohólicas y analcohólicas),14.0,59.0,96.4,0.0,0.0,3.5,3.5,0.0,0.0,,,,0.04,,,,,,,,65.0,MODERADO,True
H 27,"Maíz morado, chicha de, natural, sin azúcar, sin limón",8,Bebidas (alcohólicas y analcohólicas),2.0,9.0,99.5,0.1,0.2,0.2,,,0.1,,10.0,0.05,0.02,3.0,25.0,17.57,,,,,65.0,MODERADO,True
H 28,"Malta, bebida de, sin alcohol, envasada",8,Bebidas (alcohólicas y analcohólicas),32.0,133.0,92.1,0.3,0.0,7.6,,,0.0,42.0,0.0,0.06,0.5,13.0,17.0,0.0,0.18,0.33,8.39,,,RECOMENDADO,True
H 29,"Manzana, refresco de, con azúcar",8,Bebidas (alcohólicas y analcohólicas),34.0,141.0,91.6,0.1,0.1,8.2,8.2,0.0,0.1,,,,0.08,,,,,,,,36.0,RECOMENDADO,True
H 30,"Maracuyá, refresco de, con azúcar",8,Bebidas (alcohólicas y analcohólicas),34.0,141.0,91.7,0.1,0.2,7.9,7.9,0.0,0.1,,,,0.21,,,,,,,,30.0,RECOMENDADO,True
H 31,"Naranja, mandarina y limón, bebida sabor a, envasada",8,Bebidas (alcohólicas y analcohólicas),12.0,52.0,96.9,0.0,0.0,3.1,,,0.0,5.0,20.0,0.0,0.0,12.0,29.0,41.44,,,,,42.0,RECOMENDADO,True
J 1,Huevo de charapa,10,Leguminosas y derivados,222.0,929.0,61.3,16.3,16.0,1.8,,,4.6,388.0,440.0,,2.2,,,,0.02,0.55,0.06,,0.0,RECOMENDADO,True
J 2,"Huevo de gallina, clara de",10,Leguminosas y derivados,51.0,213.0,87.6,10.9,0.2,0.7,0.7,0.0,0.6,7.0,15.0,0.03,0.08,,,0.0,0.0,0.44,0.11,,0.0,RECOMENDADO,True
J 3,"Huevo de gallina entero, sancochado en agua",10,Leguminosas y derivados,148.0,619.0,75.6,12.8,9.9,0.8,,,0.9,44.0,160.0,1.61,3.04,,,,0.07,0.39,0.12,,0.0,RECOMENDADO,True
J 4,"Huevo de gallina entero, crudo",10,Leguminosas y derivados,166.0,695.0,72.2,12.7,11.1,2.9,,,1.1,29.0,140.0,1.49,2.6,,,,0.08,0.26,0.13,,0.0,RECOMENDADO,True
J 5,"Huevo de gallina, yema de",10,Leguminosas y derivados,354.0,1481.0,50.1,15.6,30.9,1.9,1.9,0.0,1.5,136.0,449.0,2.3,4.3,,,0.0,0.18,0.36,0.13,,0.0,RECOMENDADO,True
J 6,Huevo de tortuga motelo,10,Leguminosas y derivados,143.0,598.0,73.5,16.4,7.3,1.6,,,1.2,85.0,24.0,,0.8,,,,0.04,0.19,0.03,,0.0,RECOMENDADO,True
J 7,Huevo de pata,10,Leguminosas y derivados,166.0,695.0,72.5,13.1,11.1,2.3,2.3,0.0,1.0,58.0,193.0,1.41,1.7,,,1.0,0.13,0.55,0.11,,0.0,RECOMENDADO,True
J 8,"Huevo de pata, yema de",10,Leguminosas y derivados,426.0,1782.0,41.7,15.1,38.8,2.8,2.8,0.0,1.6,145.0,430.0,2.3,4.7,,,0.0,0.36,0.66,0.12,,0.0,RECOMENDADO,True
J 9,Huevo de tortuga taricaya,10,Leguminosas y derivados,178.0,745.0,66.0,15.1,11.3,2.9,,,4.7,322.0,431.0,,1.4,,,,0.05,1.07,0.05,,0.0,RECOMENDADO,True
J 11,"Huevo de gallina, yema sancochada en agua",10,Leguminosas y derivados,364.0,1521.0,48.7,16.3,32.1,1.0,,,1.9,120.0,500.0,4.62,8.25,,,,0.24,0.71,0.14,,0.0,RECOMENDADO,True
J 12,"Huevo de codorniz, entero crudo",10,Leguminosas y derivados,162.0,677.0,70.8,12.6,9.4,6.0,,,1.2,64.0,,1.47,3.65,,,,,,,,0.0,RECOMENDADO,True
J 13,"Huevo de codorniz, entero sancochado en agua",10,Leguminosas y derivados,182.0,760.0,69.9,12.7,12.4,3.9,,,1.1,,,,,,,,,,,,0.0,RECOMENDADO,True
J 15,"Huevo de codorniz, yema sancochada en agua",10,Leguminosas y derivados,326.0,1362.0,50.2,13.5,26.2,8.4,,,1.7,,,,,,,,,,,,0.0,RECOMENDADO,True
K 1,Azúcar granulada o refinada,11,"Tubérculos, raíces y derivados",384.0,1619.0,0.6,0.0,0.0,99.2,99.2,0.0,0.2,1.0,0.0,0.0,0.1,,,0.0,0.0,0.0,0.0,,65.0,MODERADO,True
K 2,Azúcar rubia,11,"Tubérculos, raíces y derivados",380.0,1590.0,2.0,0.0,0.0,97.5,97.5,0.0,0.5,45.0,2.0,0.18,1.7,,,0.0,0.0,0.03,0.06,,65.0,MODERADO,True
K 3,Chancaca,11,"Tubérculos, raíces y derivados",324.0,1356.0,15.8,0.0,0.0,83.9,83.9,0.0,0.3,46.0,2.0,0.29,3.2,,,0.0,0.0,0.11,0.08,,65.0,MODERADO,True
K 4,Miel de abeja,11,"Tubérculos, raíces y derivados",330.0,1381.0,14.1,0.0,0.0,85.6,85.4,0.2,0.3,26.0,10.0,0.22,0.4,,,1.3,0.02,0.03,0.16,,61.0,MODERADO,True
K 5,Miel de caña,11,"Tubérculos, raíces y derivados",282.0,1180.0,26.3,0.3,0.2,72.0,72.0,0.0,1.2,69.0,43.0,,1.0,,,5.1,0.0,0.08,0.29,,61.0,MODERADO,True
K 6,Mermelada de durazno,11,"Tubérculos, raíces y derivados",196.0,820.0,48.2,0.6,0.1,50.7,,,0.4,8.0,13.0,,1.4,,,,,,,,65.0,MODERADO,True
K 7,Mermelada frutilla,11,"Tubérculos, raíces y derivados",229.0,958.0,39.7,0.4,0.2,59.4,,,0.3,40.0,13.0,,1.2,,,,,,,,65.0,MODERADO,True
K 8,Mermelada de sauco,11,"Tubérculos, raíces y derivados",268.0,1122.0,32.2,0.4,0.1,67.2,66.6,0.6,0.2,12.0,0.0,0.05,0.25,11.0,45.0,1.68,0.03,0.03,1.98,,65.0,MODERADO,True
L 1,Achiote seco,12,Azúcares y derivados,388.0,1623.0,3.1,11.3,5.3,74.9,,,5.4,11.0,13.0,,5.6,,,0.0,0.45,0.16,1.97,,,LIMITAR,False
L 2,Algas,12,Azúcares y derivados,249.0,1042.0,3.4,67.8,6.5,15.3,,,7.0,630.0,11.0,,32.0,,,,0.55,1.0,,,,MODERADO,True
L 3,"Azafrán de raíz, cúrcuma o palillo fresco, sin cáscara",12,Azúcares y derivados,71.0,298.0,80.3,1.3,0.4,16.7,,,1.3,32.0,33.0,,0.9,,,0.0,0.01,0.05,0.36,,0.0,RECOMENDADO,True
L 4,Café grano sin tostar,12,Azúcares y derivados,203.0,849.0,6.3,11.7,10.8,68.2,,,3.0,120.0,178.0,,2.9,,,,0.22,0.06,1.3,,,LIMITAR,False
L 5,Cochayuyo fresco,12,Azúcares y derivados,20.0,84.0,90.1,1.7,0.4,4.7,2.5,2.2,3.1,90.0,20.0,0.14,0.69,167.0,392.0,0.82,0.04,0.14,1.44,,0.0,RECOMENDADO,True
L 6,Cocoa,12,Azúcares y derivados,404.0,1690.0,8.7,19.0,17.1,47.8,,,7.4,220.0,801.0,,10.5,,,18.9,0.02,0.2,2.5,,,POR_EVALUAR,True
L 7,Cominos,12,Azúcares y derivados,375.0,1569.0,8.1,17.8,22.3,44.2,33.7,10.5,7.6,931.0,499.0,4.8,1.2,168.0,1788.0,8.0,0.63,0.33,4.58,0.0,,POR_EVALUAR,True
L 8,Extracto de algarrobo en polvo,12,Azúcares y derivados,340.0,1423.0,12.5,12.0,3.2,65.8,,,6.5,450.0,617.0,,6.6,,,,0.18,0.29,2.5,,,LIMITAR,False
