codigo_tpca,nombre,categoria_id,categoria_nombre,energia_kcal,energia_kj,agua_g,proteinas_g,grasas_totales_g,carbohidratos_totales_g,carbohidratos_disponibles_g,fibra_dietaria_g,cenizas_g,calcio_mg,fosforo_mg,zinc_mg,hierro_mg,sodio_mg,potasio_mg,vitamina_c_mg,tiamina_mg,riboflavina_mg,niacina_mg,acido_folico_ug,indice_glucemico,nivel_recomendacion,es_apto_diabeticos
C 22,Guanábana,3,Frutas y derivados,44.0,185.0,84.0,0.9,0.2,14.3,11.0,3.3,0.6,38.0,43.0,0.1,0.7,,,19.0,0.05,0.06,1.69,,,RECOMENDADO,True
C 23,Guayaba,3,Frutas y derivados,37.0,154.0,83.9,0.5,0.1,14.9,9.5,5.4,0.6,18.0,23.0,0.23,0.3,,,60.0,0.04,0.04,1.44,,20.0,RECOMENDADO,True
C 24,Guayaba amarilla con cáscara,3,Frutas y derivados,13.0,53.0,88.2,1.2,0.3,9.7,1.8,8.0,0.6,32.0,15.0,0.23,0.23,2.0,195.0,56.1,0.05,0.06,0.44,,20.0,RECOMENDADO,True
C 25,Guayaba rosada,3,Frutas y derivados,37.0,154.0,84.0,0.5,0.2,14.7,9.3,5.4,0.6,17.0,23.0,0.23,0.3,,,9.8,0.04,0.05,1.4,,20.0,RECOMENDADO,True
C 26,Guayaba verde,3,Frutas y derivados,36.0,151.0,84.3,0.5,0.1,14.7,9.3,5.4,0.4,30.0,11.0,0.23,0.0,,,17.7,0.04,0.06,0.66,,20.0,RECOMENDADO,True
C 27,Higo negro,3,Frutas y derivados,65.0,272.0,78.0,0.9,0.1,19.9,17.0,2.9,1.1,58.0,43.0,0.15,0.8,,,2.9,0.04,0.05,0.52,,,MODERADO,True
C 28,Higo seco,3,Frutas y derivados,146.0,612.0,47.7,3.6,0.2,46.6,36.8,9.8,1.9,109.0,100.0,0.55,2.4,,,3.7,0.0,0.08,0.9,,,POR_EVALUAR,True
C 29,Huito,3,Frutas y derivados,55.0,230.0,83.9,1.2,0.1,14.0,,,0.8,69.0,21.0,,0.5,,,1.1,0.03,0.33,0.54,,,MODERADO,True
C 30,"Humarí / Umari, sin pepa y sin cáscara",3,Frutas y derivados,163.0,682.0,62.1,1.6,8.1,27.4,25.0,2.4,0.9,5.0,30.0,0.5,0.72,10.0,211.0,0.21,0.03,0.74,1.5,,,MODERADO,True
C 31,Kaki,3,Frutas y derivados,64.0,270.0,78.1,0.5,0.1,20.8,17.2,3.6,0.5,9.0,26.0,0.11,0.2,,,6.9,0.05,0.03,0.0,,,RECOMENDADO,True
C 32,Kumuvi,3,Frutas y derivados,101.0,423.0,71.9,0.7,0.6,25.9,,,0.9,16.0,31.0,,3.5,,,2.8,0.02,0.04,0.22,,,MODERADO,True
C 33,Lima,3,Frutas y derivados,13.0,55.0,92.8,0.6,0.4,5.9,3.1,2.8,0.3,31.0,9.0,0.11,0.2,,,36.0,0.03,0.04,0.3,,,RECOMENDADO,True
C 34,"Limón, jugo de",3,Frutas y derivados,28.0,119.0,89.3,0.5,0.2,9.7,9.3,0.4,0.3,18.0,14.0,0.05,0.5,,,44.2,0.03,0.03,0.11,,20.0,RECOMENDADO,True
C 35,Lúcuma,3,Frutas y derivados,97.0,406.0,61.7,2.1,0.2,34.9,24.7,10.2,1.2,16.0,26.0,,0.79,,,0.77,0.01,0.14,1.96,,40.0,RECOMENDADO,True
C 36,"Lúcuma, harina de",3,Frutas y derivados,329.0,1377.0,9.3,4.0,2.4,82.0,,,2.3,92.0,186.0,,4.6,,,11.6,0.02,0.03,,,60.0,MODERADO,True
C 37,"Macambo, pulpa y semilla",3,Frutas y derivados,177.0,741.0,61.1,6.7,9.2,21.5,,,1.5,19.0,165.0,,1.7,,,9.2,0.95,1.05,1.2,,,MODERADO,True
C 38,"Macambo, pulpa de",3,Frutas y derivados,44.0,184.0,88.0,2.1,0.8,8.3,,,0.8,,44.0,,0.5,,,22.8,0.08,0.09,3.1,,,RECOMENDADO,True
C 39,Mamey maduro,3,Frutas y derivados,27.0,111.0,88.9,0.5,0.1,9.7,6.7,3.0,0.8,51.0,46.0,0.1,0.4,,,2.0,0.02,0.04,0.61,,,RECOMENDADO,True
C 40,Mandarina,3,Frutas y derivados,29.0,121.0,90.1,0.6,0.3,8.6,6.8,1.8,0.4,19.0,17.0,0.07,0.3,,,48.7,0.06,0.05,0.3,,42.0,RECOMENDADO,True
C 41,Mango,3,Frutas y derivados,54.0,225.0,83.0,0.4,0.2,15.9,14.1,1.8,0.5,17.0,15.0,0.04,0.4,,,24.8,0.03,0.11,0.39,,51.0,RECOMENDADO,True
C 42,Manzana nacional,3,Frutas y derivados,50.0,208.0,84.7,0.3,0.1,14.6,13.3,1.3,0.3,5.0,11.0,0.05,1.4,,,1.3,0.03,0.04,0.13,,36.0,RECOMENDADO,True
C 43,"Maracuyá, jugo puro de",3,Frutas y derivados,61.0,256.0,82.3,0.9,0.1,16.1,15.9,0.2,0.6,13.0,30.0,0.06,3.0,,,22.0,0.03,0.15,2.24,,30.0,RECOMENDADO,True
C 44,Marañón,3,Frutas y derivados,35.0,146.0,87.9,0.8,0.5,10.5,7.8,2.7,0.3,8.0,30.0,,3.0,,,108.0,0.05,0.05,0.96,,,MODERADO,True
C 45,Melón,3,Frutas y derivados,21.0,86.0,92.9,0.5,0.1,5.8,5.0,0.8,0.7,13.0,15.0,0.09,0.5,,,23.0,0.04,0.04,0.64,,,RECOMENDADO,True
C 46,Melón enano,3,Frutas y derivados,20.0,84.0,94.3,0.6,0.2,4.4,,,0.5,23.0,3.0,,0.4,,,15.3,0.02,0.06,0.38,,,RECOMENDADO,True
C 47,Membrillo,3,Frutas y derivados,36.0,152.0,86.9,0.3,0.1,11.5,9.6,1.9,1.2,9.0,29.0,0.04,0.7,,,12.5,0.02,0.07,0.23,,,MODERADO,True
C 48,Naranja,3,Frutas y derivados,31.0,131.0,88.5,0.6,0.2,10.1,7.7,2.4,0.6,23.0,51.0,0.07,0.2,,,92.3,0.09,0.04,0.36,,43.0,RECOMENDADO,True
C 49,"Naranja agria, jugo de",3,Frutas y derivados,32.0,135.0,90.7,0.5,0.2,8.2,8.0,0.2,0.4,31.0,9.0,0.07,0.2,,,42.0,0.03,0.05,0.13,,43.0,RECOMENDADO,True
C 50,Naranja de Guayaquil,3,Frutas y derivados,31.0,132.0,88.6,0.5,0.2,10.2,7.8,2.4,0.5,37.0,17.0,0.07,0.1,,,42.2,0.05,0.01,0.14,,43.0,RECOMENDADO,True
C 51,Naranja de Huando,3,Frutas y derivados,36.0,152.0,87.3,1.2,0.2,10.9,8.5,2.4,0.4,30.0,17.0,0.07,0.1,,,43.9,0.06,0.02,0.29,,43.0,RECOMENDADO,True
C 52,Níspero,3,Frutas y derivados,41.0,170.0,86.5,0.3,0.0,12.7,11.0,1.7,0.5,21.0,16.0,0.05,0.3,,,1.2,0.02,0.11,0.37,,,MODERADO,True
C 53,Nuzive,3,Frutas y derivados,138.0,577.0,70.3,2.7,7.8,17.7,,,1.5,38.0,113.0,,7.5,,,1.7,0.23,0.15,1.08,,,MODERADO,True
C 54,Pacae o Guaba,3,Frutas y derivados,56.0,234.0,84.1,0.6,0.1,14.8,,,0.4,14.0,30.0,,0.4,,,1.4,0.02,0.07,0.5,,,MODERADO,True
C 55,Palta,3,Frutas y derivados,130.0,546.0,79.2,1.7,12.5,5.6,,,1.0,30.0,67.0,0.64,0.6,,,6.8,0.03,0.1,1.82,,15.0,RECOMENDADO,True
C 56,Pan de árbol con semilla,3,Frutas y derivados,117.0,489.0,63.4,4.5,1.8,29.0,24.1,4.9,1.3,20.0,255.0,0.12,0.9,,,6.6,0.22,0.09,2.6,,75.0,LIMITAR,False
C 57,Pan de árbol sin semilla,3,Frutas y derivados,30.0,124.0,86.4,1.6,0.5,10.5,5.6,4.9,1.0,71.0,37.0,0.12,2.8,,,2.1,0.07,0.08,0.78,,75.0,LIMITAR,False
C 58,Pan-Meo,3,Frutas y derivados,78.0,326.0,78.0,1.3,0.2,19.9,,,0.6,21.0,21.0,,,,,1.4,0.07,0.09,0.66,,75.0,LIMITAR,False
C 59,Papaya,3,Frutas y derivados,25.0,106.0,90.8,0.4,0.1,8.2,6.4,1.8,0.5,23.0,14.0,0.07,0.3,2.0,136.0,47.7,0.03,0.07,0.41,,60.0,MODERADO,True
C 60,Pasa sin pepa,3,Frutas y derivados,228.0,953.0,31.6,2.4,0.4,63.8,60.1,3.7,1.8,64.0,91.0,0.22,3.7,,,2.3,0.12,0.13,0.37,,,LIMITAR,False
C 61,Pepino dulce,3,Frutas y derivados,26.0,109.0,92.3,0.3,0.0,7.0,,,0.4,30.0,10.0,,0.3,,,29.7,0.04,0.05,0.58,,15.0,RECOMENDADO,True
C 62,Pera chilena,3,Frutas y derivados,38.0,160.0,86.0,0.3,0.1,13.2,10.1,3.1,0.4,4.0,16.0,0.1,0.3,,,1.9,0.02,0.04,0.24,,,RECOMENDADO,True
C 63,Pera de agua,3,Frutas y derivados,42.0,176.0,85.8,0.4,0.6,13.0,9.9,3.1,0.2,7.0,5.0,0.1,0.1,,,6.5,0.02,0.06,0.16,,,RECOMENDADO,True
C 64,Pera nacional,3,Frutas y derivados,55.0,230.0,84.7,0.4,0.2,14.5,,,0.2,2.0,6.0,,0.3,,,2.5,0.02,0.05,0.16,,,MODERADO,True
C 65,Pera perilla,3,Frutas y derivados,58.0,243.0,84.2,0.6,0.5,14.4,,,0.3,10.0,18.0,,0.5,,,3.6,0.03,0.05,0.44,,,MODERADO,True
C 66,Pero,3,Frutas y derivados,50.0,211.0,85.4,0.4,0.7,13.3,12.0,1.3,0.2,6.0,9.0,0.05,0.3,,,2.8,0.05,0.07,0.11,,,MODERADO,True
C 67,Pijuayo,3,Frutas y derivados,184.0,770.0,52.3,2.8,3.2,41.0,,,0.7,27.0,47.0,,1.0,,,22.6,0.05,0.28,1.38,,,POR_EVALUAR,True
C 69,Piña,3,Frutas y derivados,33.0,139.0,89.3,0.4,0.2,9.8,8.4,1.4,0.3,10.0,5.0,0.1,0.4,,,19.9,0.04,0.06,0.27,,59.0,MODERADO,True
C 70,Plátano de isla,3,Frutas y derivados,75.0,314.0,74.2,1.2,0.1,21.6,19.5,2.2,2.9,9.0,20.0,0.13,0.3,15.0,388.0,0.0,0.07,0.07,0.47,,51.0,RECOMENDADO,True
C 71,Plátano de seda,3,Frutas y derivados,74.0,309.0,76.2,1.5,0.3,21.0,18.4,2.6,1.0,5.0,27.0,0.15,0.6,,,4.3,0.03,0.05,0.79,,51.0,RECOMENDADO,True
C 72,Plátano guineo,3,Frutas y derivados,111.0,465.0,65.9,1.4,0.2,31.7,29.1,2.6,0.8,10.0,23.0,0.15,0.6,,,1.1,0.02,0.08,0.53,,51.0,RECOMENDADO,True
C 73,Plátano manzano,3,Frutas y derivados,90.0,377.0,71.5,1.2,0.1,26.4,23.7,2.7,0.8,4.0,40.0,0.13,0.15,0.0,287.0,7.2,0.02,0.06,0.95,,51.0,RECOMENDADO,True
C 74,"Plátano, harina de",3,Frutas y derivados,302.0,1265.0,14.0,4.0,0.4,79.3,,,2.3,29.0,104.0,0.81,4.62,,,0.68,0.11,0.12,1.57,,51.0,RECOMENDADO,True
C 75,Plátano maduro,3,Frutas y derivados,103.0,431.0,68.1,1.2,0.2,29.6,27.0,2.6,0.9,0.0,37.0,0.15,0.4,,,5.6,0.06,0.06,0.5,,51.0,RECOMENDADO,True
C 76,Plátano morado,3,Frutas y derivados,97.0,405.0,69.8,1.0,0.2,28.1,25.5,2.6,0.9,42.0,17.0,0.15,0.3,,,2.3,,0.25,0.68,,51.0,RECOMENDADO,True
C 77,Plátano seco (orejón),3,Frutas y derivados,232.0,972.0,24.5,3.7,1.2,68.2,58.3,9.9,2.4,26.0,84.0,0.61,,,,1.8,0.05,0.18,1.4,,51.0,RECOMENDADO,True
C 78,Plátano verde,3,Frutas y derivados,144.0,602.0,57.0,1.0,0.2,40.9,38.6,2.3,0.9,8.0,43.0,0.14,0.5,,,10.4,0.09,0.14,0.62,,40.0,RECOMENDADO,True
C 79,Plátano verde asado,3,Frutas y derivados,243.0,1018.0,29.1,1.5,0.2,68.0,65.7,2.3,1.2,10.0,80.0,0.13,0.8,,,1.4,0.11,0.22,0.9,,40.0,RECOMENDADO,True
C 80,Plátano verde sancochado,3,Frutas y derivados,129.0,540.0,61.6,0.7,0.3,36.8,34.5,2.3,0.6,10.0,35.0,0.13,0.7,,,3.4,0.06,0.17,0.53,,40.0,RECOMENDADO,True
C 81,Pomarosa,3,Frutas y derivados,33.0,138.0,90.7,0.5,0.4,7.9,,,0.5,10.0,9.0,0.06,0.2,,,20.4,2.0,0.02,0.05,,,RECOMENDADO,True
C 82,Purunkari,3,Frutas y derivados,151.0,632.0,58.1,2.7,1.4,36.3,,,1.5,96.0,39.0,,2.8,,,5.6,0.03,0.06,1.46,,,POR_EVALUAR,True
C 83,Sandia,3,Frutas y derivados,23.0,96.0,93.0,0.7,0.1,5.9,5.5,0.4,0.3,6.0,5.0,0.1,0.3,,,3.0,0.06,0.04,0.18,,,RECOMENDADO,True
C 84,"Shiwawaco, semilla",3,Frutas y derivados,249.0,1041.0,39.0,6.6,7.5,45.5,,,1.4,45.0,179.0,,2.7,,,10.6,0.02,0.08,1.07,,,POR_EVALUAR,True
C 85,Tamarindo,3,Frutas y derivados,221.0,925.0,31.4,2.8,0.6,62.5,57.4,5.1,2.7,74.0,113.0,0.1,1.0,,,3.5,0.43,0.15,1.94,,23.0,RECOMENDADO,True
C 86,Mango ciruelo o taperibá,3,Frutas y derivados,56.0,234.0,84.5,0.6,0.3,14.2,,,0.4,39.0,27.0,,0.7,,,5.9,0.05,0.19,0.67,,51.0,RECOMENDADO,True
C 87,Toronja,3,Frutas y derivados,33.0,138.0,89.8,0.6,0.4,8.8,7.7,1.1,0.4,34.0,16.0,0.07,2.0,,,50.6,,0.01,0.2,,25.0,RECOMENDADO,True
C 88,Tumbo costeño,3,Frutas y derivados,22.0,92.0,93.3,0.4,0.0,5.8,,,0.5,11.0,15.0,,0.4,,,34.4,0.01,0.04,0.47,,,RECOMENDADO,True
C 89,Tumbo serrano sin cáscara o poro poro,3,Frutas y derivados,37.0,153.0,84.5,2.1,0.4,12.1,7.4,4.8,1.0,8.0,34.0,,0.28,4.0,447.0,159.94,0.02,0.11,4.56,,,RECOMENDADO,True
C 90,Tuna,3,Frutas y derivados,46.0,194.0,82.3,0.8,0.0,15.4,12.1,3.3,1.5,16.0,26.0,0.12,0.3,,,19.5,0.01,0.04,0.36,,40.0,RECOMENDADO,True
C 91,Tuna roja,3,Frutas y derivados,36.0,150.0,86.2,1.3,0.2,12.1,8.3,3.8,0.2,136.0,20.0,0.26,0.17,33.0,143.0,33.66,0.01,0.04,0.42,,40.0,RECOMENDADO,True
C 92,"Ungurauy, unguraui o ungurahui",3,Frutas y derivados,307.0,1284.0,41.7,2.8,21.1,33.6,,,0.8,65.0,16.0,,0.9,,,0.0,0.06,0.68,,,,POR_EVALUAR,True
C 93,Uva blanca,3,Frutas y derivados,40.0,168.0,87.8,0.3,0.2,11.3,10.4,0.9,0.4,5.0,20.0,0.07,0.8,,,1.4,0.03,0.03,0.11,,46.0,RECOMENDADO,True
C 94,Uva borgoña,3,Frutas y derivados,79.0,330.0,77.0,0.9,0.3,21.3,20.4,0.9,0.5,18.0,32.0,0.07,1.1,,,4.7,0.01,0.13,0.32,,46.0,RECOMENDADO,True
C 95,Uva italia,3,Frutas y derivados,63.0,262.0,81.1,0.4,0.1,17.7,16.8,0.9,0.7,19.0,28.0,0.07,0.5,,,2.8,0.03,0.1,0.24,,46.0,RECOMENDADO,True
C 96,Uva negra,3,Frutas y derivados,63.0,265.0,81.2,0.2,0.1,18.1,17.2,0.9,0.4,6.0,20.0,0.07,2.2,,,2.2,0.05,0.04,0.15,,46.0,RECOMENDADO,True
C 97,Uva quebranta,3,Frutas y derivados,66.0,276.0,81.4,0.5,0.1,17.7,,,0.3,14.0,11.0,,0.4,,,0.7,0.05,0.07,0.11,,46.0,RECOMENDADO,True
C 98,Uvilla,3,Frutas y derivados,64.0,268.0,82.4,0.3,0.3,16.7,,,0.3,34.0,10.0,,0.6,,,0.6,0.0,0.22,0.3,,25.0,RECOMENDADO,True
C 99,Zapote,3,Frutas y derivados,73.0,305.0,79.7,0.9,0.3,18.8,,,0.7,10.0,20.0,0.15,0.24,21.0,160.0,0.21,0.02,0.09,1.42,,,MODERADO,True
C 100,Aguaymanto,3,Frutas y derivados,51.0,213.0,79.8,1.9,0.0,17.3,12.4,4.9,1.0,11.0,38.0,0.4,1.24,,293.0,43.3,,,,,25.0,RECOMENDADO,True
C 101,Blanquillo,3,Frutas y derivados,47.0,198.0,84.8,1.0,0.3,13.3,11.6,1.8,0.6,,,,1.06,,,0.77,,,,,,MODERADO,True
C 102,Carambola,3,Frutas y derivados,23.0,98.0,91.7,1.0,0.5,6.5,4.5,2.0,0.3,5.0,9.0,0.12,1.16,11.0,56.0,22.67,0.04,0.08,,,,RECOMENDADO,True
C 103,"Carambola, refresco natural, cocido, sin azúcar",3,Frutas y derivados,6.0,27.0,98.5,0.2,0.3,0.9,,,0.1,,,,,,,4.12,,,,,65.0,MODERADO,True
C 105,Coco rallado,3,Frutas y derivados,596.0,2494.0,3.9,7.4,66.8,19.5,3.3,16.2,2.4,23.0,170.0,,,101.0,688.0,,,,2.1,,,RECOMENDADO,True
C 106,"Cocona, jugo natural, cocido, sin azúcar",3,Frutas y derivados,0.0,1.0,99.2,,,0.8,0.1,0.7,,9.0,0.0,,0.72,23.0,,0.0,,,,,65.0,MODERADO,True
C 107,"Durazno, néctar envasado",3,Frutas y derivados,6.0,24.0,96.8,0.0,0.0,3.1,1.4,1.7,0.1,,,,0.05,7.0,37.0,5.35,,,,,,RECOMENDADO,True
C 108,"Granadilla, jugo natural, sin azúcar",3,Frutas y derivados,25.0,103.0,90.3,1.1,0.2,7.3,5.4,1.9,1.1,6.0,42.0,,0.42,4.0,112.0,11.25,0.04,0.04,0.71,,25.0,RECOMENDADO,True
C 109,Guindón sin pepa,3,Frutas y derivados,201.0,844.0,34.1,2.3,0.2,60.4,53.3,7.0,3.1,37.0,50.0,0.27,0.83,1.0,603.0,6.5,0.09,0.06,2.75,0.0,,LIMITAR,False
C 110,"Kiwi, sin cáscara",3,Frutas y derivados,39.0,161.0,85.6,2.9,0.3,10.6,7.3,3.2,0.6,51.0,30.0,0.17,0.37,21.0,220.0,86.76,0.04,0.03,0.6,0.0,,RECOMENDADO,True
C 111,"Limón dulce, sin cáscara",3,Frutas y derivados,20.0,83.0,90.7,1.4,0.4,7.1,4.8,2.3,0.4,30.0,0.0,0.31,0.17,16.0,66.0,29.46,0.03,0.02,0.2,,20.0,RECOMENDADO,True
C 112,"Limón, néctar envasado",3,Frutas y derivados,57.0,237.0,85.7,0.0,0.0,14.2,14.1,0.1,0.1,,,,0.01,19.0,18.0,8.66,,,,,20.0,RECOMENDADO,True
C 113,"Mango, néctar envasado",3,Frutas y derivados,44.0,185.0,87.4,0.0,0.0,12.5,11.0,1.5,0.1,,,,0.03,26.0,15.0,0.94,,,,,51.0,RECOMENDADO,True
C 114,Manzana chilena verde con cáscara,3,Frutas y derivados,38.0,158.0,87.5,0.2,0.3,11.4,9.7,1.8,0.6,,,,0.83,,,0.23,,,,,36.0,RECOMENDADO,True
C 115,"Manzana delicia ""helada"" con cáscara",3,Frutas y derivados,47.0,195.0,83.5,0.2,0.1,16.0,12.6,3.4,0.3,,,,0.82,,,0.31,,,,,36.0,RECOMENDADO,True
C 116,Manzana delicia roja con cáscara,3,Frutas y derivados,52.0,216.0,82.9,0.3,0.1,16.5,14.0,2.6,0.3,,,,0.3,,,0.26,,,,,36.0,RECOMENDADO,True
C 117,Manzana israel con cáscara,3,Frutas y derivados,40.0,165.0,86.5,0.4,0.1,12.9,10.5,2.4,0.2,,,,0.41,,,0.3,,,,,36.0,RECOMENDADO,True
C 118,"Manzana, jugo natural, envasado",3,Frutas y derivados,43.0,180.0,89.0,,,11.0,10.7,0.3,,13.0,20.0,,0.49,13.0,,0.0,,,,,36.0,RECOMENDADO,True
C 119,"Manzana, néctar envasado",3,Frutas y derivados,38.0,160.0,90.3,0.0,0.0,9.5,9.5,0.1,0.1,,,,0.02,37.0,29.0,13.53,,,,,36.0,RECOMENDADO,True
C 120,Manzana pero con cáscara (para agua),3,Frutas y derivados,31.0,130.0,85.6,0.3,0.1,13.8,8.3,5.5,0.3,,,,0.51,,,0.31,,,,,36.0,RECOMENDADO,True
C 121,"Manzana santa rosa, golden o caña con cáscara",3,Frutas y derivados,53.0,221.0,82.3,0.2,0.1,17.3,14.4,2.8,0.2,,,,0.43,,,1.02,,,,,36.0,RECOMENDADO,True
C 122,Manzana winter con cáscara,3,Frutas y derivados,44.0,186.0,84.4,0.3,0.1,15.0,12.0,3.1,0.2,,,,0.27,,,0.36,,,,,36.0,RECOMENDADO,True
C 123,"Maracuyá, jugo natural, envasado",3,Frutas y derivados,35.0,145.0,90.0,,,10.0,8.7,1.4,,11.0,0.0,,0.2,11.0,,0.0,,,,,30.0,RECOMENDADO,True
C 124,"Maracuyá, néctar envasado",3,Frutas y derivados,9.0,37.0,97.6,0.0,0.0,2.3,2.1,0.2,0.1,,,,0.02,27.0,15.0,24.05,,,,,30.0,RECOMENDADO,True
C 125,"Naranja, bebida envasada",3,Frutas y derivados,56.0,235.0,85.2,0.0,0.0,14.7,14.0,0.7,0.1,,,,0.02,9.0,46.0,52.25,,,,,43.0,RECOMENDADO,True
C 126,"Naranja, jugo natural, envasado",3,Frutas y derivados,16.0,69.0,95.0,,,5.0,4.1,0.9,,10.0,0.0,,0.11,7.0,,72.94,,,,,43.0,RECOMENDADO,True
C 127,"Naranja, néctar envasado",3,Frutas y derivados,43.0,179.0,87.7,,,12.3,10.7,1.6,,6.0,0.0,,0.38,29.0,,17.92,,,,,43.0,RECOMENDADO,True
C 128,Naranja tangelo,3,Frutas y derivados,24.0,98.0,91.0,1.0,0.2,7.4,5.2,2.2,0.4,,,,0.63,,,11.74,,,,,43.0,RECOMENDADO,True
C 129,"Naranja tangelo, jugo natural",3,Frutas y derivados,16.0,69.0,93.0,0.7,0.2,5.9,3.5,2.4,0.3,,,,0.26,,,9.16,,,,,43.0,RECOMENDADO,True
C 130,Naranjilla*,3,Frutas y derivados,28.0,117.0,91.8,0.7,0.1,6.8,,,0.6,8.0,14.0,,0.4,4.0,294.0,65.0,0.06,0.04,1.5,,,RECOMENDADO,True
C 131,"Palta ""fuerte""",3,Frutas y derivados,104.0,436.0,69.7,1.9,8.9,17.1,6.5,10.6,2.4,11.0,60.0,0.63,0.49,21.0,430.0,3.82,0.07,0.13,1.74,0.0,15.0,RECOMENDADO,True
C 132,Papaya arequipeña,3,Frutas y derivados,17.0,72.0,94.4,1.0,0.3,3.7,3.3,0.5,0.7,,,,0.3,1.0,326.0,34.45,,,,,60.0,MODERADO,True
C 133,"Pera, néctar envasado",3,Frutas y derivados,46.0,192.0,88.5,0.0,0.0,11.5,11.4,0.0,0.1,,,,0.02,25.0,6.0,0.81,,,,,,MODERADO,True
C 134,"Piña, bebida envasada",3,Frutas y derivados,29.0,121.0,91.7,0.0,0.0,8.3,7.2,1.1,0.0,,,,0.01,7.0,5.0,33.87,,,,,59.0,MODERADO,True
C 135,"Plátano ""bellaco""",3,Frutas y derivados,102.0,427.0,67.5,1.3,0.1,29.5,26.9,2.6,1.6,8.0,20.0,0.06,0.38,15.0,359.0,0.0,0.05,,0.83,,51.0,RECOMENDADO,True
C 136,"Plátano ""moquicho""",3,Frutas y derivados,100.0,419.0,67.4,1.2,0.1,29.7,26.5,3.2,1.7,7.0,20.0,0.1,0.47,13.0,355.0,0.0,0.04,,0.77,,51.0,RECOMENDADO,True
C 137,Plátano palillo,3,Frutas y derivados,105.0,440.0,66.8,0.9,0.3,31.0,27.8,3.2,1.0,6.0,20.0,0.23,0.04,20.0,356.0,1.25,0.07,0.07,9.63,,51.0,RECOMENDADO,True
C 138,"Plátano palillo maduro, harina de",3,Frutas y derivados,293.0,1227.0,10.5,4.1,1.1,81.6,75.1,6.4,2.8,22.0,60.0,0.96,2.0,39.0,1263.0,5.23,0.15,0.16,2.24,,51.0,RECOMENDADO,True
C 139,"Plátano palillo verde, harina de",3,Frutas y derivados,295.0,1233.0,11.2,3.3,0.2,83.2,78.3,4.9,2.1,9.0,60.0,0.4,0.1,33.0,912.0,1.74,0.14,0.13,7.72,,51.0,RECOMENDADO,True
C 140,Sancayo,3,Frutas y derivados,17.0,73.0,94.0,0.8,0.6,4.0,2.7,1.3,0.7,,,,0.16,2.0,270.0,53.84,,,,,,RECOMENDADO,True
C 141,Warr'a,3,Frutas y derivados,102.0,427.0,71.0,1.5,0.2,26.4,,,0.9,51.0,26.0,,3.4,,,2.8,0.02,0.11,0.58,,,MODERADO,True
C 142,Yak'u,3,Frutas y derivados,116.0,485.0,69.3,1.8,2.2,25.3,,,1.4,138.0,52.0,,3.2,,,14.8,0.04,0.18,0.9,,,MODERADO,True
C 143,Aceituna verde,3,Frutas y derivados,186.0,780.0,67.6,1.4,21.7,4.5,0.0,4.5,4.8,107.0,0.0,0.23,1.85,1901.0,52.0,0.0,0.01,0.03,0.87,,15.0,RECOMENDADO,True
C 144,"Aguaje, néctar natural, sin azúcar",3,Frutas y derivados,7.0,28.0,98.3,0.1,0.6,0.8,0.3,0.6,0.1,4.0,0.0,0.0,0.05,2.0,109.0,0.27,0.0,0.0,0.04,,35.0,RECOMENDADO,True
C 145,Arándano,3,Frutas y derivados,51.0,212.0,85.1,0.6,0.1,14.0,13.2,0.8,0.2,,,0.0,0.51,1.0,51.0,20.08,0.04,0.0,0.0,,,MODERADO,True
C 147,Cereza,3,Frutas y derivados,30.0,128.0,88.6,1.2,0.0,9.6,7.3,2.3,0.6,13.0,12.0,0.12,0.08,3.0,218.0,16.19,0.06,0.0,0.6,0.0,,RECOMENDADO,True
C 149,"Cidra o limón cidra, sin cáscara, sin pepas",3,Frutas y derivados,19.0,80.0,90.6,0.7,0.0,8.1,6.8,1.4,0.6,24.0,0.0,0.06,0.13,0.0,162.0,53.57,0.04,0.03,0.46,,20.0,RECOMENDADO,True
C 150,Frambuesa,3,Frutas y derivados,31.0,129.0,87.1,1.6,0.8,10.1,5.2,4.9,0.4,,,0.19,0.56,1.0,114.0,20.08,0.03,0.0,0.56,,,RECOMENDADO,True
C 151,Mango criollo,3,Frutas y derivados,66.0,275.0,81.1,0.4,0.2,17.8,17.4,0.3,0.6,6.0,0.0,0.07,0.0,0.0,220.0,9.6,0.04,0.06,0.49,,51.0,RECOMENDADO,True
C 152,Mango Edward,3,Frutas y derivados,69.0,288.0,79.7,0.6,0.3,18.8,17.9,0.9,0.6,7.0,0.0,0.12,0.08,2.0,181.0,61.17,0.06,0.07,1.28,,51.0,RECOMENDADO,True
C 153,"Mango Edward, néctar natural, sin cáscara, sin azúcar",3,Frutas y derivados,29.0,122.0,91.9,0.1,0.4,7.4,6.5,0.9,0.2,3.0,0.0,0.0,0.04,1.0,54.0,0.53,0.02,0.03,0.51,,65.0,MODERADO,True
C 154,Mango kafro,3,Frutas y derivados,64.0,269.0,81.7,0.7,0.4,16.9,16.4,0.5,0.4,,,0.0,0.14,0.0,131.0,21.3,0.07,0.0,2.4,,51.0,RECOMENDADO,True
C 155,Mango kent,3,Frutas y derivados,65.0,274.0,80.8,0.7,0.0,18.1,17.5,0.6,0.4,,,0.0,0.17,1.0,158.0,14.95,0.05,0.0,1.43,,51.0,RECOMENDADO,True
